order_date,product,region,sales_amount
2023-08-06,Desk,East,2484.839
2024-06-21,Desk,West,2116.177
2025-03-16,Tablet,North,2811.348
2024-04-20,Tablet,West,3153.415
2024-12-20,Laptop,East,987.696
2023-08-22,Printer,North,2748.24
2023-03-04,Tablet,North,5467.319
2024-06-24,Laptop,North,296.622
2024-12-09,Tablet,East,3026.8
2024-07-04,Laptop,West,1347.9455
2025-03-04,Phone,East,1712.0785
2024-01-22,Printer,East,2904.5775
2025-03-12,Desk,East,7369.264
2025-02-28,Phone,Central,332.31
2024-05-23,Desk,East,79.648
2023-09-17,Desk,North,2262.159
2023-06-13,Phone,East,3414.015
2025-05-31,Phone,West,4912.0
2023-10-11,Tablet,East,268.5405
2023-08-07,Printer,West,2984.85
2023-12-03,Laptop,North,6088.227
2024-08-01,Printer,Central,1126.656
2023-03-20,Chair,East,2154.74
2025-06-30,Tablet,Central,4723.628
2025-02-05,Desk,South,1692.27
2024-05-19,Desk,East,3441.5565
2023-03-04,Printer,North,4056.39
2023-01-22,Monitor,Central,744.048
2023-03-20,Phone,South,9124.07
2024-06-05,Phone,West,980.495
2024-07-09,Printer,East,873.222
2025-03-08,Monitor,South,247.04
2025-06-21,Tablet,South,1487.619
2025-06-28,Tablet,North,3772.249
2025-04-05,Chair,West,4312.5345
2024-03-05,Printer,South,543.83
2024-03-09,Phone,East,6248.6
2025-02-25,Monitor,Central,254.505
2024-11-16,Tablet,West,4309.3045
2024-08-01,Printer,South,4714.09
2024-04-20,Chair,West,1504.61
2024-04-20,Laptop,South,305.316
2023-09-22,Laptop,North,571.387
2025-02-21,Chair,West,713.016
2025-06-24,Tablet,East,584.63
2023-11-28,Laptop,Central,1073.924
2024-04-08,Desk,North,723.102
2025-01-07,Chair,North,3420.7125
2023-02-24,Tablet,South,101.601
2023-10-19,Chair,East,4599.27
2024-06-17,Chair,North,712.81
2023-06-21,Desk,Central,1100.7
2024-08-30,Phone,East,1473.798
2025-01-03,Desk,Central,4511.4
2023-02-23,Printer,West,8145.28
2025-04-26,Printer,Central,2214.374
2023-06-08,Phone,South,1037.16
2023-03-16,Monitor,North,7124.67
2024-10-23,Phone,North,1336.94
2025-05-23,Printer,East,1297.215
2023-05-06,Desk,East,2336.278
2024-08-15,Tablet,South,1248.2145
2023-08-23,Printer,South,4198.218
2025-04-13,Laptop,South,163.29
2024-06-11,Desk,Central,2557.97
2024-04-29,Phone,South,2533.905
2023-03-27,Desk,South,1828.386
2024-10-23,Chair,North,3581.1
2023-06-21,Printer,North,5395.885
2023-05-12,Printer,Central,450.9
2024-10-20,Printer,Central,8955.175
2024-04-04,Laptop,North,1642.34
2025-01-12,Tablet,Central,581.94
2023-07-24,Phone,South,7350.34
2023-09-09,Chair,North,975.96
2024-04-20,Printer,East,2340.2625
2025-02-06,Printer,West,1800.858
2023-06-18,Tablet,West,479.18
2024-11-01,Phone,North,874.08
2024-08-12,Desk,West,1907.655
2025-04-08,Phone,Central,4199.16
2024-07-20,Laptop,Central,1524.424
2023-02-17,Desk,West,1867.833
2024-07-02,Phone,East,3285.252
2025-04-01,Monitor,North,849.932
2025-06-02,Printer,South,2312.289
2024-11-21,Phone,West,346.45
2024-01-10,Printer,South,4603.65
2023-10-21,Desk,North,1327.02
2025-01-20,Phone,North,432.81
2024-11-09,Monitor,West,554.078
2024-04-03,Monitor,West,2139.628
2024-01-06,Phone,North,2832.6675
2023-08-02,Printer,Central,2592.873
2023-11-26,Chair,North,3369.672
2025-04-20,Desk,East,7578.3875
2023-12-29,Chair,South,7523.928
2025-01-08,Chair,Central,8398.1235
2024-05-06,Chair,East,6186.24
2024-09-15,Desk,North,6284.383
2023-02-07,Laptop,West,2565.36
2023-03-01,Phone,East,29.849
2024-05-08,Tablet,North,8269.5905
2024-06-06,Desk,East,5404.32
2023-04-29,Chair,North,695.1555
2023-09-20,Tablet,Central,5032.4445
2024-11-08,Chair,South,2621.088
2023-03-22,Printer,North,2817.3165
2023-09-05,Monitor,East,1838.05
2023-02-26,Laptop,East,9294.325
2024-11-26,Chair,West,585.0975
2024-10-14,Chair,Central,1174.89
2023-05-29,Laptop,Central,909.225
2024-03-22,Laptop,Central,2314.686
2023-04-22,Tablet,South,10216.3
2025-06-06,Phone,North,154.66
2023-01-25,Laptop,Central,393.4
2023-09-08,Phone,South,3990.06
2024-10-04,Tablet,East,1855.992
2025-04-06,Desk,East,81.7785
2024-08-25,Laptop,East,509.1075
2024-03-06,Phone,North,2227.8585
2023-03-23,Printer,East,203.74
2024-01-13,Tablet,Central,4241.6075
2023-07-18,Printer,Central,2161.65
2025-02-23,Chair,West,6176.304
2023-02-22,Printer,East,4366.782
2024-10-18,Printer,North,2749.53
2023-10-26,Printer,West,1076.616
2023-01-10,Monitor,Central,4938.66
2024-03-19,Desk,Central,177.57
2023-12-20,Printer,Central,4424.34
2024-12-09,Monitor,Central,1061.397
2023-05-10,Tablet,Central,5530.14
2023-10-18,Monitor,South,2440.053
2024-12-03,Phone,South,152.75
2024-10-10,Chair,South,521.856
2024-06-03,Phone,East,698.724
2025-03-26,Phone,South,454.005
2024-04-26,Monitor,North,1092.132
2023-05-05,Chair,West,7804.224
2023-09-23,Desk,West,290.99
2025-03-08,Monitor,South,2961.264
2023-01-17,Printer,North,287.55
2023-04-29,Monitor,Central,3960.09
2025-02-16,Printer,South,3314.196
2023-06-05,Printer,East,4138.395
2023-08-28,Phone,South,4113.2245
2023-08-01,Printer,North,1073.728
2025-02-12,Phone,West,2515.422
2023-07-03,Laptop,Central,5832.297
2025-05-09,Phone,Central,6166.45
2024-05-05,Desk,West,4335.408
2024-01-08,Monitor,South,3708.64
2025-01-13,Phone,South,270.6
2025-06-12,Printer,East,5449.84
2025-04-03,Laptop,North,2819.484
2023-01-26,Desk,Central,1358.504
2023-01-07,Monitor,Central,448.371
2025-01-15,Desk,North,6088.446
2024-11-30,Chair,East,2346.48
2024-02-26,Monitor,East,6473.974
2025-06-11,Desk,North,5018.622
2023-11-29,Phone,Central,2947.01
2024-06-27,Chair,South,4212.756
2024-05-20,Monitor,South,3511.105
2023-06-17,Chair,West,5125.2
2024-11-06,Monitor,East,1982.97
2025-02-12,Printer,North,257.72
2025-04-09,Monitor,North,2073.72
2024-08-18,Tablet,North,3270.299
2023-02-20,Laptop,Central,561.9345
2025-04-28,Laptop,North,467.172
2023-08-10,Printer,Central,179.34
2024-06-24,Tablet,North,2285.928
2023-08-06,Printer,Central,864.1295
2024-11-26,Tablet,East,2761.479
2025-02-06,Laptop,East,1523.403
2025-03-20,Desk,East,1189.932
2024-09-10,Monitor,South,4042.782
2025-02-20,Chair,South,10028.979
2023-01-20,Chair,East,5901.3375
2024-03-03,Laptop,East,167.3615
2023-11-27,Printer,West,64.116
2024-11-10,Laptop,East,374.58
2025-02-04,Tablet,Central,3590.307
2024-02-21,Desk,East,161.785
2023-03-24,Desk,East,7689.78
2024-05-05,Printer,South,242.244
2024-10-04,Laptop,South,6537.186
2025-01-04,Chair,South,389.94
2024-12-23,Printer,Central,1959.774
2023-01-29,Laptop,Central,8654.462
2024-08-11,Chair,West,2828.682
2023-11-25,Phone,North,964.2
2025-03-04,Monitor,North,6188.562
2025-02-21,Phone,North,1767.74
2025-02-26,Desk,East,5062.86
2024-03-29,Monitor,East,3056.88
2025-05-28,Desk,West,1410.27
2024-05-24,Printer,West,2808.0
2023-05-12,Chair,South,2036.583
2023-10-11,Phone,South,1388.152
2024-01-25,Printer,North,46.631
2023-02-03,Phone,East,3185.028
2024-07-08,Desk,North,838.44
2025-05-31,Monitor,South,1170.84
2023-11-09,Monitor,South,1932.645
2023-07-06,Chair,North,3017.736
2023-07-14,Chair,North,1403.52
2023-11-13,Chair,West,3204.828
2025-02-02,Tablet,West,1624.8705
2024-05-06,Printer,South,5404.0
2024-10-17,Printer,South,6508.08
2025-01-29,Laptop,North,4271.949
2025-03-23,Chair,Central,1513.8
2024-04-11,Chair,West,6553.48
2024-05-03,Chair,Central,3222.198
2024-10-14,Monitor,East,896.07
2024-02-08,Phone,West,1074.536
2023-05-10,Tablet,Central,965.124
2023-03-03,Chair,North,7769.136
2025-05-21,Tablet,Central,1451.736
2025-04-30,Laptop,Central,2818.5
2023-04-02,Phone,North,5110.4295
2024-08-26,Monitor,North,3119.724
2023-11-10,Monitor,South,2191.2065
2025-01-27,Printer,Central,10745.6
2024-04-26,Phone,South,309.27
2023-11-27,Tablet,East,878.04
2023-03-30,Tablet,Central,2879.375
2024-03-04,Desk,North,478.08
2023-07-11,Laptop,South,4566.744
2024-09-20,Monitor,West,3306.78
2025-02-18,Laptop,West,73.854
2024-07-16,Tablet,East,2965.837
2023-11-23,Chair,East,456.138
2023-09-07,Phone,South,2074.608
2024-02-01,Monitor,West,1880.1915
2025-05-08,Chair,South,5795.955
2025-01-17,Laptop,North,1346.31
2023-09-02,Monitor,East,1659.87
2023-06-23,Laptop,Central,9505.6
2024-01-20,Laptop,East,8243.397
2024-06-26,Chair,East,1433.55
2024-12-12,Monitor,Central,889.596
2024-02-21,Laptop,East,1607.685
2023-07-18,Desk,East,364.68
2024-10-02,Desk,North,5591.28
2024-12-01,Phone,West,1915.56
2024-09-03,Desk,East,477.105
2025-02-22,Printer,West,1060.647
2025-05-11,Monitor,West,9398.11
2024-12-20,Tablet,Central,916.5
2023-04-18,Laptop,East,245.917
2024-08-29,Printer,East,7664.391
2023-09-03,Desk,North,6695.296
2025-05-19,Laptop,East,2100.96
2023-06-18,Tablet,East,1686.285
2025-06-18,Monitor,West,3167.1
2024-09-29,Laptop,South,2327.31
2024-02-25,Laptop,East,231.88
2024-03-21,Printer,North,6981.17
2024-02-03,Laptop,North,1036.44
2023-11-21,Laptop,South,1038.312
2023-01-10,Chair,West,3513.72
2023-02-06,Phone,Central,2347.87
2025-04-10,Printer,North,2249.5
2024-02-14,Tablet,East,515.4985
2025-05-26,Phone,East,184.086
2023-09-12,Chair,West,3566.43
2023-05-17,Desk,East,522.886
2024-01-29,Printer,West,2572.752
2025-05-09,Desk,North,922.64
2024-04-05,Printer,East,1642.36
2024-08-01,Chair,South,27.8715
2024-07-10,Chair,South,3003.2
2024-06-15,Chair,East,354.969
2024-05-22,Monitor,East,2730.438
2024-01-14,Monitor,East,7361.151
2024-10-31,Tablet,North,1836.616
2024-04-23,Printer,West,249.039
2023-06-14,Tablet,South,425.752
2024-02-28,Printer,North,3992.736
2024-06-19,Printer,South,756.5895
2023-03-18,Tablet,Central,2642.9
2023-03-21,Desk,West,5512.185
2024-05-28,Printer,East,4817.52
2023-03-27,Desk,West,6649.6
2023-06-19,Printer,Central,123.4
2023-10-31,Laptop,South,251.541
2023-07-11,Phone,West,590.967
2023-05-19,Monitor,South,2486.9955
2023-08-05,Chair,North,2064.65
2023-03-24,Desk,West,2766.96
2025-02-14,Monitor,West,359.4325
2024-12-14,Desk,North,461.35
2023-06-28,Printer,South,7098.0
2023-01-24,Desk,West,2761.983
2024-06-21,Tablet,Central,7216.58
2025-04-09,Printer,North,644.814
2025-01-11,Tablet,North,4783.536
2024-07-13,Printer,Central,3886.83
2025-01-04,Printer,West,3081.078
2023-10-25,Desk,West,1753.703
2023-09-30,Laptop,South,2505.664
2023-03-16,Phone,North,8726.4
2023-07-26,Laptop,North,7076.646
2023-07-10,Monitor,East,622.383
2024-08-06,Printer,East,2854.332
2024-07-16,Phone,Central,3784.788
2024-01-31,Printer,North,1161.45
2023-04-22,Tablet,Central,173.44
2025-02-04,Phone,East,1959.471
2024-08-25,Laptop,Central,4705.26
2023-08-30,Phone,East,183.426
2023-09-06,Chair,West,891.9645
2025-05-13,Laptop,South,1220.598
2023-10-29,Phone,North,215.28
2024-06-12,Laptop,East,3762.0
2023-02-02,Chair,South,80.96
2023-05-04,Phone,East,716.04
2023-05-24,Monitor,West,1099.95
2023-02-03,Monitor,West,10163.48
2023-12-25,Chair,East,494.52
2023-07-26,Monitor,East,1861.218
2024-06-06,Monitor,Central,4989.228
2024-10-13,Printer,South,4381.533
2024-11-03,Printer,North,1695.92
2024-02-03,Printer,North,7253.316
2023-01-10,Chair,East,900.252
2023-10-16,Tablet,East,2768.262
2025-03-19,Laptop,Central,1019.592
2024-12-16,Desk,West,1743.849
2023-08-16,Laptop,West,8502.462
2023-01-10,Desk,East,4294.4655
2025-05-09,Chair,Central,1002.267
2024-04-08,Printer,East,4430.166
2025-05-06,Monitor,East,6143.76
2023-05-21,Desk,West,1681.329
2023-11-23,Phone,Central,1335.18
2024-03-26,Monitor,North,8261.694
2024-09-25,Desk,South,1613.196
2023-04-06,Chair,East,1747.77
2024-06-24,Chair,North,7035.472
2024-12-15,Laptop,South,8608.46
2024-10-03,Desk,North,486.59
2023-09-03,Desk,South,1776.31
2023-01-29,Printer,North,1194.25
2024-06-12,Phone,North,462.8
2024-11-24,Monitor,North,4128.246
2023-08-15,Monitor,West,8573.76
2024-08-21,Tablet,Central,1424.115
2023-05-24,Monitor,West,1165.068
2023-04-27,Monitor,West,568.48
2023-05-21,Tablet,East,377.082
2025-02-16,Monitor,East,1300.2
2023-08-24,Tablet,East,1282.1
2024-03-14,Desk,East,7846.704
2024-01-29,Desk,North,2154.98
2024-08-09,Phone,South,4704.57
2024-07-08,Tablet,North,6854.859
2024-08-20,Monitor,North,2971.2675
2023-06-26,Laptop,Central,4956.588
2023-12-23,Chair,East,2347.105
2023-08-20,Desk,Central,163.899
2024-10-28,Desk,West,3101.294
2024-11-11,Printer,East,1897.29
2023-12-07,Desk,West,6651.4795
2024-03-23,Laptop,West,664.35
2024-10-29,Tablet,West,2392.404
2025-06-17,Laptop,East,253.935
2023-03-18,Chair,North,3686.21
2023-01-19,Phone,East,2219.44
2023-07-09,Desk,West,1640.004
2025-03-16,Laptop,East,6112.813
2025-02-08,Tablet,North,3570.57
2024-04-20,Printer,South,10328.6
2025-06-05,Laptop,East,269.694
2025-04-25,Chair,South,380.64
2023-09-06,Phone,Central,9505.567
2023-09-29,Laptop,East,2011.185
2024-05-21,Monitor,Central,2504.52
2025-04-13,Monitor,West,317.98
2024-11-16,Chair,East,1162.89
2024-07-20,Desk,North,909.54
2023-05-20,Desk,North,1137.538
2023-10-22,Phone,West,6619.256
2025-05-18,Monitor,North,320.093
2024-03-03,Laptop,South,664.836
2023-07-23,Desk,East,1934.658
2025-02-09,Desk,North,5764.122
2023-01-17,Chair,South,1045.14
2023-09-17,Phone,North,2494.263
2025-02-15,Printer,North,2019.339
2023-10-07,Tablet,West,2687.1225
2023-08-08,Phone,West,1605.92
2023-08-21,Laptop,East,362.3295
2024-07-07,Tablet,North,7777.62
2025-01-17,Desk,South,741.8205
2023-12-06,Tablet,North,3150.678
2023-03-01,Desk,South,291.327
2025-02-11,Printer,North,2276.064
2023-06-20,Printer,Central,1896.5895
2024-02-29,Printer,West,1385.2615
2025-06-30,Chair,North,289.728
2024-08-19,Monitor,North,1009.179
2024-01-15,Printer,Central,3612.6
2024-08-08,Desk,Central,1377.663
2024-10-05,Phone,West,5782.428
2024-01-13,Desk,South,1118.772
2023-03-29,Laptop,West,3015.072
2023-10-19,Printer,North,505.98
2023-10-23,Chair,West,386.0
2023-03-24,Phone,South,1993.0905
2024-08-09,Printer,West,960.636
2023-04-26,Laptop,South,7720.839
2024-03-04,Tablet,West,1022.428
2023-02-14,Tablet,East,2785.433
2023-04-28,Tablet,West,9057.11
2024-03-03,Phone,North,273.241
2024-09-04,Tablet,West,1751.697
2024-12-30,Tablet,East,6393.5
2024-02-10,Printer,East,7408.62
2023-09-07,Printer,Central,366.7665
2023-08-11,Laptop,East,8917.02
2023-03-12,Phone,West,537.48
2023-03-29,Desk,Central,2915.514
2025-02-17,Chair,South,3982.913
2024-01-07,Chair,North,2159.445
2023-01-14,Phone,East,3466.368
2024-01-03,Laptop,West,265.82
2023-08-25,Desk,South,71.38
2025-05-16,Desk,North,2304.843
2023-12-30,Laptop,South,1798.6255
2024-10-06,Phone,South,684.931
2023-03-12,Tablet,Central,7443.484
2024-04-06,Phone,North,256.63
2023-01-20,Tablet,North,1611.162
2024-07-08,Laptop,West,1109.9325
2023-10-06,Phone,North,136.23
2023-09-11,Desk,East,422.415
2023-09-14,Phone,North,1908.1225
2023-11-06,Printer,North,1556.792
2024-06-23,Monitor,North,277.0065
2023-03-30,Printer,West,473.22
2024-10-05,Phone,East,1470.204
2023-03-19,Chair,Central,1062.245
2025-03-17,Phone,North,1954.701
2024-12-18,Laptop,Central,4809.47
2025-01-06,Tablet,West,1873.009
2025-01-14,Monitor,Central,925.395
2023-01-26,Printer,South,2937.48
2024-08-04,Laptop,North,4460.288
2024-02-13,Phone,North,1734.612
2023-02-11,Desk,Central,4106.214
2024-06-17,Printer,East,8862.21
2024-06-06,Laptop,South,301.0785
2023-11-26,Chair,South,4290.903
2024-04-07,Printer,West,8984.925
2023-02-03,Desk,West,876.12
2024-11-25,Chair,East,72.59
2024-06-30,Laptop,North,160.28
2023-08-02,Laptop,South,626.1695
2024-02-22,Chair,South,1088.04
2024-11-29,Monitor,North,8122.5
2023-07-21,Monitor,North,4496.5935
2023-04-14,Phone,Central,1060.074
2023-02-01,Phone,North,3268.456
2024-06-30,Monitor,East,5414.472
2023-10-18,Phone,Central,1655.42
2024-07-04,Monitor,East,2405.229
2024-07-04,Tablet,East,959.1825
2023-07-27,Monitor,North,2737.935
2025-03-01,Desk,West,795.34
2023-02-23,Desk,Central,4696.704
2023-01-11,Monitor,East,6700.46
2024-04-16,Tablet,West,908.81
2024-03-09,Monitor,Central,6074.8225
2024-10-07,Chair,South,3083.68
2023-10-06,Printer,West,948.26
2023-04-08,Monitor,West,7212.9225
2024-02-20,Phone,South,57.273
2023-01-30,Chair,West,3497.325
2023-05-12,Monitor,South,668.96
2024-01-08,Chair,South,3347.47
2024-06-05,Monitor,North,95.361
2025-05-21,Phone,East,343.728
2025-05-21,Chair,East,105.42
2023-03-05,Printer,East,5101.3765
2024-10-27,Tablet,South,2549.705
2025-03-24,Tablet,North,288.81
2024-09-21,Phone,West,6648.3375
2025-05-18,Desk,North,3840.584
2024-07-11,Monitor,East,544.05
2025-01-27,Tablet,North,2680.672
2023-11-26,Laptop,East,4736.34
2024-06-02,Printer,Central,7947.126
2023-01-17,Chair,North,1854.666
2025-05-03,Desk,North,5195.398
2025-01-05,Printer,North,85.3995
2024-02-20,Phone,East,1811.08
2023-12-26,Monitor,North,934.15
2023-03-07,Printer,North,5453.514
2024-09-13,Chair,North,733.7625
2024-01-02,Tablet,East,2324.8
2025-02-08,Printer,South,606.42
2025-03-04,Printer,South,2116.95
2024-03-12,Tablet,Central,507.8795
2024-07-03,Phone,East,4788.342
2025-01-05,Laptop,North,1982.304
2024-03-21,Phone,East,301.3305
2025-03-28,Monitor,Central,7678.935
2025-04-13,Laptop,Central,3427.02
2024-04-30,Chair,West,7822.6895
2025-02-15,Phone,South,78.812
2025-02-18,Laptop,West,236.952
2023-09-08,Phone,West,3944.49
2024-02-04,Tablet,Central,10719.54
2024-11-25,Monitor,North,6834.408
2024-12-30,Laptop,North,7994.34
2023-09-05,Tablet,West,7378.137
2023-08-01,Printer,West,1282.31
2023-01-06,Tablet,Central,240.0145
2025-05-02,Phone,Central,1474.76
2023-12-21,Monitor,West,1709.1165
2024-09-10,Laptop,East,1197.56
2024-04-05,Chair,Central,2047.14
2023-07-26,Desk,East,3338.5875
2023-11-12,Printer,East,2085.5065
2025-04-18,Phone,Central,2398.56
2023-08-12,Chair,South,215.384
2024-12-12,Printer,West,7575.489
2025-05-07,Phone,West,1889.265
2025-03-10,Chair,East,8069.76
2025-06-01,Desk,East,855.4
2025-05-19,Chair,West,2013.599
2023-02-08,Tablet,East,899.0
2025-04-24,Desk,Central,7339.824
2024-09-01,Tablet,North,3749.256
2024-11-07,Printer,Central,4509.1085
2024-11-29,Chair,East,139.13
2023-04-10,Chair,West,3263.34
2024-01-10,Printer,North,4174.3
2025-05-17,Phone,South,537.738
2024-07-26,Laptop,Central,3722.337
2024-12-26,Desk,South,5904.372
2025-01-23,Tablet,East,1378.16
2024-03-25,Phone,South,2811.816
2025-03-04,Tablet,Central,4921.18
2023-10-20,Desk,South,3469.284
2024-09-19,Desk,Central,46.988
2023-09-23,Monitor,North,7468.1
2024-12-31,Printer,East,8607.15
2024-01-23,Desk,North,6499.083
2023-06-13,Laptop,East,3371.76
2023-07-01,Chair,East,3061.47
2025-03-22,Laptop,South,276.76
2025-02-07,Laptop,South,2351.304
2023-10-18,Phone,North,240.3
2024-01-02,Desk,Central,351.288
2025-03-08,Laptop,South,83.572
2023-07-03,Desk,West,1009.64
2023-11-15,Tablet,North,4221.117
2024-02-10,Desk,West,1057.617
2025-04-09,Monitor,West,3752.64
2023-09-09,Tablet,West,3807.486
2023-03-19,Phone,East,4619.5175
2024-12-31,Printer,Central,3279.771
2023-11-24,Phone,Central,2667.6
2025-05-15,Chair,East,4922.4
2025-04-06,Tablet,South,4158.3105
2024-02-06,Desk,South,2168.928
2025-05-14,Laptop,North,5429.16
2023-01-13,Tablet,East,1476.585
2024-02-19,Tablet,North,3667.14
2023-10-07,Phone,South,1183.4805
2024-09-17,Chair,Central,751.451
2023-05-07,Phone,North,551.3515
2023-12-12,Phone,North,5173.168
2025-03-11,Tablet,Central,32.262
2024-03-29,Chair,East,359.442
2024-07-28,Tablet,West,366.36
2024-07-11,Tablet,South,1235.556
2024-07-05,Laptop,West,1684.496
2024-03-19,Laptop,East,1372.56
2023-12-25,Tablet,Central,7628.742
2024-12-03,Monitor,South,4601.4
2023-09-08,Tablet,East,4996.98
2024-01-05,Desk,East,908.02
2023-08-03,Chair,South,776.8625
2025-02-11,Monitor,North,1699.32
2023-06-17,Chair,South,1793.772
2024-02-05,Monitor,Central,5521.124
2024-03-17,Desk,South,580.295
2024-02-03,Laptop,Central,205.276
2023-03-31,Tablet,North,638.28
2023-08-18,Tablet,West,2375.648
2023-09-10,Printer,Central,1163.028
2024-01-29,Tablet,South,1970.64
2024-03-21,Tablet,North,6725.8
2024-08-03,Tablet,West,1135.575
2025-05-05,Monitor,North,21.75
2023-02-08,Tablet,West,1745.172
2023-05-26,Chair,Central,1314.355
2024-07-15,Chair,East,327.843
2024-12-18,Monitor,North,2757.78
2024-09-29,Tablet,North,9541.8
2024-10-25,Desk,South,3592.08
2025-01-06,Monitor,North,8366.08
2023-11-19,Tablet,Central,304.02
2024-04-11,Phone,South,5032.5015
2024-03-30,Monitor,South,750.006
2024-11-25,Chair,North,5159.88
2025-01-06,Printer,North,5972.8305
2023-04-15,Tablet,West,2311.54
2024-02-07,Printer,East,4069.89
2023-06-02,Printer,East,893.376
2023-08-24,Laptop,East,2080.0
2024-12-06,Chair,South,6281.77
2023-12-08,Tablet,East,649.143
2023-05-12,Tablet,South,1588.08
2025-04-24,Laptop,West,1608.825
2023-04-23,Tablet,Central,2910.762
2023-01-18,Monitor,North,114.19
2025-05-11,Phone,North,1871.7595
2024-12-23,Tablet,West,1621.84
2023-08-20,Desk,West,2476.8405
2025-03-18,Chair,Central,1927.44
2024-01-16,Phone,Central,312.2
2024-05-29,Tablet,East,309.96
2025-03-25,Laptop,South,3480.597
2025-03-22,Desk,Central,3822.0875
2024-08-17,Phone,East,710.752
2024-06-02,Printer,South,451.764
2023-03-31,Monitor,South,4257.288
2024-05-19,Monitor,West,6323.409
2023-03-02,Desk,West,2244.24
2023-03-13,Printer,North,2659.752
2025-04-16,Laptop,West,3311.985
2024-06-05,Chair,North,2366.4
2024-09-01,Chair,North,6429.28
2024-09-21,Phone,North,2692.9
2025-01-11,Desk,North,1227.476
2023-01-04,Monitor,West,5608.5975
2023-05-02,Monitor,West,7342.968
2023-07-09,Phone,East,302.6595
2025-02-27,Monitor,East,7396.092
2024-09-23,Printer,West,920.3715
2025-06-22,Tablet,East,1865.61
2025-01-19,Tablet,Central,272.16
2025-02-03,Phone,East,3467.915
2023-11-11,Tablet,East,4121.55
2024-05-08,Desk,East,405.5775
2023-09-18,Printer,South,3756.48
2025-04-05,Tablet,Central,6319.666
2023-09-13,Desk,Central,2814.2325
2024-06-28,Monitor,East,548.2165
2023-04-06,Chair,Central,2939.382
2023-05-13,Laptop,South,5071.185
2025-05-07,Laptop,East,379.134
2025-03-22,Tablet,North,1998.072
2024-06-24,Laptop,South,4826.57
2025-06-29,Tablet,West,4084.5645
2024-04-01,Desk,West,1520.505
2024-06-04,Tablet,North,1675.8665
2023-03-30,Tablet,East,377.19
2025-03-26,Laptop,East,1532.856
2023-08-22,Monitor,West,3688.32
2024-04-16,Phone,South,2673.369
2025-05-11,Chair,Central,4395.024
2023-12-11,Printer,North,7019.36
2023-01-16,Printer,North,1745.64
2023-05-10,Phone,East,9925.182
2024-06-22,Monitor,Central,1483.11
2025-03-29,Tablet,West,1331.226
2023-04-18,Tablet,North,7646.56
2023-02-07,Laptop,Central,3860.514
2025-01-22,Tablet,East,134.5295
2023-07-04,Phone,East,1977.102
2023-07-31,Desk,Central,2813.076
2023-04-20,Desk,North,3174.6
2024-10-08,Tablet,Central,963.666
2024-01-25,Chair,East,4186.611
2024-12-16,Monitor,South,2117.246
2024-10-24,Printer,Central,3723.165
2023-11-16,Monitor,West,3552.12
2024-03-31,Laptop,South,5571.67
2023-02-13,Laptop,East,1610.0315
2023-09-20,Tablet,South,7709.687
2023-06-27,Chair,South,745.56
2025-04-02,Laptop,Central,2372.34
2025-04-16,Printer,North,1494.9
2024-07-09,Laptop,Central,755.616
2025-06-23,Phone,East,4625.93
2024-06-09,Tablet,East,1837.341
2023-12-01,Desk,Central,3630.121
2024-07-24,Tablet,West,4531.9275
2023-04-12,Chair,West,3089.9625
2024-12-17,Desk,North,209.3295
2024-08-08,Monitor,South,2428.705
2024-09-15,Laptop,East,5225.256
2023-10-08,Tablet,South,2726.64
2025-05-23,Phone,South,3151.936
2023-01-02,Laptop,South,365.7465
2023-10-19,Desk,North,6516.6
2025-04-25,Chair,West,7744.16
2024-03-31,Desk,Central,110.16
2025-01-31,Printer,North,2469.012
2025-03-27,Phone,East,5727.436
2025-01-19,Desk,Central,1470.04
2024-05-16,Chair,North,6307.335
2023-09-04,Chair,Central,1623.72
2023-12-17,Monitor,South,421.056
2024-01-15,Monitor,Central,606.252
2024-12-19,Laptop,Central,2252.25
2023-12-16,Chair,North,521.37
2025-05-14,Laptop,Central,1666.604
2023-06-30,Monitor,South,3217.44
2025-06-30,Phone,South,8005.86
2025-03-14,Printer,Central,1802.85
2023-04-18,Phone,South,3897.216
2024-09-11,Monitor,West,1605.956
2023-11-21,Printer,Central,147.4
2024-02-29,Tablet,West,2126.024
2023-05-11,Laptop,West,868.1385
2024-09-11,Tablet,South,2144.88
2024-08-16,Printer,West,6960.528
2025-05-30,Monitor,North,909.321
2023-08-22,Desk,East,4798.26
2024-01-23,Tablet,East,740.962
2023-03-16,Monitor,North,7012.585
2025-05-16,Laptop,South,1888.96
2023-05-23,Monitor,East,1148.24
2024-06-16,Chair,North,799.6
2025-01-28,Monitor,Central,5524.649
2024-11-27,Phone,South,2302.56
2023-10-09,Chair,Central,1311.687
2024-07-21,Phone,West,2791.024
2024-07-03,Monitor,East,708.833
2024-09-24,Monitor,West,8970.56
2025-01-14,Tablet,East,1006.45
2025-02-17,Desk,West,1661.816
2024-01-11,Chair,South,3209.175
2024-07-27,Desk,East,272.5
2024-12-03,Monitor,Central,3493.511
2025-05-09,Chair,West,2878.07
